1,2,3,4,5,6,7,8,9,10,11,12,13,14
20.5253,14.6,210.539,215.275,43.8027,42.856,11.524,13.1827,0.65,0,-3.57733,16.416,57.2453,21.348
20.43,14.0667,211.04,216.832,43.624,42.9227,11.5887,12.8587,0.694,0,-3.38133,16.22,57.3653,21.148
20.3147,12.9333,211.317,217.867,43.136,42.9413,11.524,12.8587,0.65,0,-3.44667,16.0547,57.5253,20.9813
20.2133,12,212.384,218.891,43.2,43.016,11.6053,12.94,0.65,0,-3.512,15.876,57.712,20.8107
20.114,12,213.163,219.68,42.8533,43.0853,11.524,13.1833,0.65,0,-3.44667,15.7213,57.896,20.66
20.0053,11.6,213.472,219.744,42.7333,43.1307,11.7847,13.1027,0.65,0,-3.44667,15.5673,58.0133,20.4753
19.9007,10.1333,214.827,219.627,42.6853,43.1813,11.6053,13.184,0.65,0,-3.38133,15.4147,57.928,20.3147
19.7953,10.3333,214.336,219.797,42.1973,43.24,11.524,12.94,0.65,0,-3.512,15.26,58.048,20.164
19.6773,11,215.136,221.461,41.9947,43.2427,11.524,14.4027,0.65,0,-3.44667,15.066,58.0107,19.9967
19.5727,11,216.384,221.931,41.7573,43.248,11.6053,13.428,0.65,0,-3.316,14.864,57.864,19.846
19.442,10.2667,216.971,223.499,41.3467,43.2293,11.524,13.184,0.65,0,-3.18533,14.6387,57.7173,19.6773
19.3327,10,217.835,223.381,41.432,43.1573,11.6053,13.0207,0.65,0,-3.25067,14.4433,57.5627,19.526
19.238,9.46667,219.115,223.637,41.0427,43.16,11.6053,13.5413,0.65,0,-3.316,14.2667,57.472,19.3733
19.0933,9,219.2,225.131,41.0133,43.152,11.524,13.1027,0.738,0,-3.44667,13.9887,57.7253,19.2087
18.962,9,221.493,227.509,41.152,43.1573,11.524,13.2653,0.65,0,-3.44667,13.7673,58.3413,19.0527
18.8533,9,222.229,226.208,41.152,43.24,11.5073,12.4353,0.65,0,-3.18533,13.6213,58.496,18.8973
18.7267,9,222.155,226.091,41.0427,43.2613,11.6867,13.6387,0.65,0,-3.18533,13.522,58.1013,18.734
18.6073,9,222.741,225.301,40.9627,43.2187,11.524,13.2,0.65,0,-3.18533,13.3787,57.44,18.5833
18.5007,9,221.515,225.237,40.708,43.1653,11.7847,13.428,0.65,0,-3.38133,13.1973,57.5707,18.4167
18.36,8.86667,222.304,226.56,40.6213,43.16,11.7033,13.1993,0.65,0,-3.316,12.9067,57.4293,18.2727
18.2387,8,222.411,227.211,40.712,43.16,11.6867,13.5093,0.65,0,-3.12,12.6573,57.3867,18.0973
18.09,8,222.08,225.6,40.6547,43.16,11.7847,13.184,0.65,0,-3.316,12.5453,57.3787,17.9533
17.9553,8.4,222.432,225.355,40.672,43.176,11.4427,13.8013,0.694,0,-3.12,12.398,57.3493,17.8173
17.8333,7.8,221.12,222.795,40.676,43.1653,11.768,13.428,0.65,0,-3.18533,12.29,56.8533,17.654
17.7047,7,220.853,220.747,40.488,43.104,11.524,13.3467,0.65,0.168,-3.18533,12.176,56.6053,17.5153
17.5733,7,218.784,216.928,40.3333,42.872,11.7847,13.3467,0.65,0.508,-3.10733,12.1367,56.2693,17.3267
17.4713,7,216.373,217.216,40.4413,42.8507,11.6053,13.2653,0.65,0.0413333,-3.25067,12.072,56.0453,17.1553
17.3667,7,216.043,215.957,40.4253,42.8933,11.9473,13.428,0.65,0,-3.12,11.9873,55.984,17.0253
17.268,7,214.187,215.392,40.372,42.856,11.622,13.428,0.65,0.230667,-3.18533,11.9167,56.0373,16.894
17.126,7,213.003,213.781,40.3133,42.752,11.7847,13.1027,0.65,0.663333,-3.17267,11.8633,56.0667,16.7433
16.9933,7,212.619,213.419,40.312,42.648,11.6053,12.7607,0.65,1.298,-3.25067,11.836,56.1867,16.608
16.904,6.66667,211.168,212.672,40.3413,42.672,11.6053,13.2653,0.65,0.706,-3.25067,11.7567,56.104,16.4307
16.83,6,211.317,212.992,40.376,42.776,11.622,13.428,0.65,0,-3.12,11.6907,56.0907,16.2933
16.7333,6.13333,211.2,213.856,40.372,42.8667,11.866,13.3467,0.782,0,-3.12,11.5713,56.4747,16.174
16.61,6.8,210.304,214.005,40.4253,42.9387,11.768,13.3467,2.54133,0,-3.18533,11.3687,57.0773,16.036
16.504,7,210.571,214.229,40.48,42.9787,11.524,13.672,66.166,0,-3.18533,11.2627,56.8853,15.9227
16.3927,6.06667,211.072,214.197,40.4373,43.016,11.6053,13.8507,499.723,0,-2.19667,11.1727,56.9093,15.8607
16.282,6,211.093,214.496,40.448,43.0747,11.6053,19.6253,611.84,0,6.454,11.1,56.9573,15.74
16.178,6,211.467,217.077,40.44,43.0853,20.0447,23.44,612.651,0,32.7267,11.03,57.088,15.6427
16.1087,6,213.557,219.68,40.4507,43.0507,21.328,23.44,614.507,0,72.7547,11,56.8347,15.5307
16.0233,6,215.221,218.187,40.348,42.904,21.4893,23.5507,616.085,0.127333,116.608,11.09,56.12,15.4753
15.99,6.33333,215.093,217.739,40.508,42.84,21.5073,23.44,617.408,0,164.304,11.2253,55.3573,15.3773
15.96,7,215.424,216.928,40.556,42.064,21.3453,26.528,618.773,0,214.869,11.4613,54.4987,15.6793
15.97,7.66667,215.509,218.464,40.6867,41.116,21.166,38.3507,619.413,0,264.331,11.778,53.9627,16.2273
15.9967,9,215.488,218.475,40.7867,40.5907,21.246,49.1547,620.139,0,313.227,12.1447,54.224,16.6473
16.038,9.2,215.872,219.392,40.868,40.2613,27.3667,65.44,620.821,0,361.685,12.57,55.1733,17.0253
16.1227,9.73333,215.211,219.531,40.9867,39.98,32.492,83.0133,621.547,0,406.677,13.0093,56.2373,17.3987
16.246,10,216.181,220.523,40.9,39.62,41.516,107.493,622.357,0,449.92,13.4953,56.9333,17.7927
16.4007,11.6,215.413,220.779,40.6547,39.2147,41.4173,112.56,622.656,0.192,495.829,14.0053,56.792,18.2633
16.6693,13.6667,216.811,233.909,40.2733,38.5987,49.7333,128.923,623.083,0.174,533.163,14.52,55.752,18.712
16.9007,15,218.272,230.624,40.172,37.8773,51.9147,140.64,623.211,0.440667,574.272,15.106,55.08,19.2667
17.1213,15.6667,219.808,228.32,40.1813,37.096,51.5707,142.944,624.32,0.764667,612.971,15.6,54.1627,19.8067
17.3767,17,221.44,228.448,40.22,36.3373,53.9013,143.2,624.32,0.392,641.6,16.0653,53.416,20.3413
17.7033,17.6667,225.109,262.859,40.3733,36.7587,81.6827,128.155,624.32,0.909333,667.733,16.586,52.92,20.8453
18.096,19,232.331,396.096,40.4653,39.972,81.4827,113.429,623.979,1.20267,692.011,17.142,52.8747,21.452
18.4513,19,238.752,436.309,40.832,40.688,81.7413,114.24,623.467,1.49733,718.251,17.636,52.696,21.788
18.76,19,243.904,448.469,41.0307,41.2693,81.6613,112.64,623.04,1.868,741.12,18.03,52.0427,21.836
19.122,19,267.189,301.28,41.836,39.4267,81.4213,142.56,623.04,1.93467,754.987,18.3747,52.0773,21.6173
19.546,19,283.349,265.952,42.432,40.624,81.424,141.68,622.656,2.028,763.52,18.6873,52.4213,21.424
20.0367,19,322.869,310.432,43.0747,41.4853,81.4827,139.797,622.4,1.992,771.627,18.9767,52.688,21.6
20.4673,19.7333,357.781,384.448,42.1147,41.824,81.6613,123.637,622.144,2.25667,776.619,19.248,53.16,21.8587
20.832,19.4667,396.843,472.277,42.1467,42.1573,81.4427,116.672,622.229,1.81,775.253,19.5893,53.3893,22.0573
21.216,19,445.248,475.051,42.4773,42.6587,81.3227,112.496,622.4,2.034,771.456,19.9793,53.2213,22.1907
21.6253,19,445.803,472.363,44.2933,43.472,81.2613,112.496,622.101,1.952,762.795,20.274,53.2027,22.34
21.8947,19,428.928,438.592,43.0907,43.312,81.3413,112.411,621.76,1.90133,749.952,20.5307,53.112,22.4707
22.1773,19.1333,436.117,445.824,43.2027,43.472,80.9227,112.581,621.461,2.008,731.392,20.88,53.008,22.62
22.3373,19.7333,401.237,421.611,43.0427,43.6587,81.1013,94.976,620.48,2.08933,712.491,21.2107,52.6907,22.624
22.4733,20,378.453,356.352,42.8373,43.6027,81.0827,82.88,620.48,1.63933,686.507,21.5027,52.288,22.692
22.612,20,352.171,306.848,43.0427,43.3333,64.8453,82.8,620.352,1.872,657.472,21.844,51.784,22.7347
22.7813,20,308.576,297.813,43.7227,43.2533,51.416,62.1467,619.84,1.82067,627.84,22.196,50.8,22.78
22.912,20,292.971,276.523,43.672,43.1067,50.6347,52.5893,619.84,1.96067,594.283,22.3693,49.4987,22.816
22.992,20,277.387,260.256,43.4987,43.0213,41.9733,45.0453,619.328,1.782,558.443,22.32,48.1893,22.8213
23.088,20,263.808,248.853,43.064,42.8987,38.6867,39.6987,619.2,2.03067,518.827,22.136,46.432,22.808
23.148,20,243.435,243.765,42.0827,42.624,31.0453,32.0533,618.816,1.84467,476.373,21.8853,45.1947,22.776
23.164,20,232.693,237.589,41.124,42.224,23.004,22.604,618.603,2.00933,431.253,21.5827,44.3787,22.7347
23.132,19.8667,224.021,233.12,40.4133,41.952,20.8053,23.388,618.56,1.56,383.637,21.2467,44.2373,22.6907
23.128,19,219.52,229.899,39.9333,41.664,20.742,22.9467,618.56,1.636,334.421,20.9627,44.0347,22.608
23.0627,19,216.501,226.869,39.2667,41.5227,20.9027,23.1093,618.091,1.498,285.024,20.6947,43.544,22.5613
22.996,19,216.619,221.515,38.8173,41.48,20.6607,22.9813,617.92,1.782,234.805,20.4427,43.4693,22.484
22.9333,19,213.557,219.349,38.384,41.0613,20.562,23.144,617.323,1.246,184.949,20.1167,43.048,22.3867
22.8213,19,211.445,217.483,37.8173,40.8947,20.822,22.604,616.811,1.578,116.075,19.8167,43.36,22.2987
22.716,18.8,210.795,215.936,37.912,40.776,20.9213,22.9467,615.573,1.254,24.2627,19.5533,44.864,22.1787
22.5893,18.2667,209.877,214.325,39.0733,40.9387,20.6607,22.7027,614.464,1.41867,15.6347,19.3293,48.3867,22.064
22.484,18,209.483,212.544,40.848,41.44,11.328,22.0213,613.973,0.780667,5.62067,19.1287,51.8347,21.952
22.3813,18,210.315,213.035,42.32,42.048,11.328,13.46,585.813,0.650667,-2.58867,18.9267,54.5067,21.8613
22.2627,17.3333,209.984,211.371,43.6133,42.7947,11.622,12.8587,111.133,1.11733,-3.64267,18.7113,56.8587,21.74
22.156,16,210.101,210.581,44.5493,43.52,11.23,13.1993,3.772,0.821333,-3.708,18.4533,58.408,21.624
22.044,16,210.304,210.507,45.2853,44.056,11.426,12.94,0.738,0.563333,-3.77333,18.2053,59.5707,21.496
21.92,16,209.835,210.187,45.816,44.496,11.6053,13.004,0.65,0.08,-3.77333,17.9927,60.184,21.3867
21.82,16,210.581,210.805,46.2747,44.944,11.328,13.3787,0.65,0.052,-3.512,17.7647,61.1787,21.2507
21.6973,14.5333,209.835,211.136,46.184,45.056,11.6867,13.2813,0.65,0.564,-3.512,17.5673,62.488,21.1293
21.5627,14,209.728,210.496,46.9147,45.6667,11.3447,13.004,0.65,0,-3.708,17.3913,62.7653,21.028
21.4453,14,210.101,211.723,47.2987,45.8693,11.426,13.0213,0.65,0,-3.64267,17.2,63.056,20.896
21.304,14,210.016,211.019,47.3067,46.0667,11.6867,13.1833,0.65,0,-3.77333,16.996,62.96,20.816
21.18,14,210.4,211.616,45.8533,45.4533,11.328,12.94,0.65,0.48,-3.57733,16.8393,64.6267,20.6813
21.04,12.5333,210.507,212.48,45.2,45.488,11.524,13.2967,0.65,0.783333,-3.77333,16.684,65.1147,20.572
20.8987,12,211.072,214.091,44.824,45.5253,11.6867,13.184,0.65,0.986667,-3.708,16.514,65.7627,20.4173
20.7747,12,211.264,213.749,44.8347,45.6133,11.426,12.5167,0.65,0.576,-3.708,16.3467,65.6587,20.308
20.652,12,212.085,214.261,45.8827,46.232,11.6867,13.3627,0.65,0.218,-3.25067,16.166,65.2187,20.1407
20.532,12,212.384,214.229,46.352,46.4693,11.6053,12.8587,0.65,0.0386667,-3.316,16.0053,65.2773,19.9987
20.4067,12,211.733,213.739,46.5333,46.752,11.426,13.6067,0.65,0,-3.57733,15.8253,65.1707,19.9033
20.264,12,212.235,214.496,45.9653,46.5893,11.6053,13.1027,0.65,0,-3.57733,15.6493,65.072,19.7833
20.136,11.4667,212.064,214.357,45.736,46.8933,11.426,13.184,0.65,0,-3.57733,15.4293,64.3813,19.658
20.0227,11,212.32,214.432,44.936,46.7413,11.524,13.0213,0.65,0,-3.512,15.0953,63.3573,19.52
19.866,10.0667,212.651,215.979,44.2427,46.4053,11.6867,12.842,0.65,0,-3.18533,14.9067,64.584,19.4027
19.7607,9.66667,212.96,215.787,43.3253,45.7573,11.6053,13.444,0.65,0,-3.38133,14.7893,64.9653,19.3573
19.8147,9,213.205,215.125,41.4853,45,11.7033,13.0207,0.65,0,-3.25067,14.66,64.7307,19.5787
19.8147,9,212.683,216.309,41.104,44.64,11.4427,13.2653,0.65,0,-3.38133,14.4187,64.304,19.672
19.7553,9,212.907,217.44,40.976,44.256,11.4427,12.9393,0.65,0,-3.38133,14.208,63.7627,19.7
19.6867,9,213.845,217.568,40.896,43.9893,11.6867,13.3467,0.65,0,-3.316,13.9453,63.152,19.7033
19.5833,9,214.667,218.891,40.816,43.752,11.6053,12.94,0.65,0.036,-3.38133,13.6507,62.3547,19.684
19.482,8.66667,215.915,220.672,40.7413,43.5173,11.524,13.8173,0.65,0.426,-3.25067,13.3473,61.8907,19.648
19.3353,8,216.821,219.328,40.7107,43.2747,11.7033,13.704,0.65,1.09733,-3.25067,13.1267,61.864,19.55
19.2267,8,216.715,217.259,40.66,43.2133,11.6053,13.3467,1.354,0.420667,-3.25067,12.918,65.3653,19.4333
19.1367,8.53333,215.851,215.157,40.596,43.272,11.7033,13.3467,1.926,0.326,-3.042,12.76,68.5467,19.382
19.05,9,214.56,214.048,40.5893,43.424,11.524,13.2653,1.926,0.036,-3.12,12.668,69.3893,19.3153
18.9727,8.06667,213.312,213.045,40.5733,43.5573,11.524,12.452,1.794,0,-3.12,12.6267,69.824,19.3
18.8867,8,212.075,212.021,40.592,43.5893,11.524,14.3213,1.618,0.0386667,-3.25067,12.6133,69.8427,19.2733
18.8027,7.86667,212.224,213.429,40.64,43.5947,11.6867,13.7533,1.618,0.529333,-3.18533,12.6033,70.5147,19.2267
18.7287,7.33333,211.701,213.589,40.656,43.712,11.7847,13.2653,1.838,0.106,-3.18533,12.5907,70.3573,19.1367
18.6713,8,211.659,213.685,40.68,44.0027,11.6053,13.5093,1.838,0,-3.18533,12.5907,70.4267,19.13
18.6047,7.6,210.923,213.493,40.712,44.0053,11.6867,13.5907,1.662,0.182,-3.25067,12.5933,70.8453,19.1133
18.5513,6,210.987,214.496,40.748,44.1227,11.7847,13.5907,1.442,0.163333,-3.38133,12.59,70.4533,19.0867
18.5067,6.06667,211.968,213.867,40.848,44.2213,11.4427,13.1673,1.31,0.108667,-3.38133,12.5873,70.7333,19.06
18.4533,6.8,212.064,214.741,40.92,44.3787,11.6867,13.5907,1.31,0,-3.18533,12.5967,70.4453,19.048
18.4007,6.53333,212.576,214.4,41.0053,44.592,11.6867,12.842,1.31,0,-3.18533,12.6067,70.712,19.004
18.3567,6,212.245,214.208,41.048,44.7627,11.768,13.3467,1.31,0,-3.25067,12.6367,70.5333,19
18.33,5.46667,211.904,213.856,41.1387,45.0133,11.6867,13.672,1.354,0.209333,-3.18533,12.668,70.8507,19
18.2827,5,211.883,212.789,41.2027,45.0293,11.72,13.7533,1.31,0.226,-3.38133,12.638,71.7493,18.99
18.2267,5.53333,211.008,212.512,41.232,45.1093,11.5887,13.672,1.178,0,-3.12,12.522,71.92,18.9447
18.1393,6,211.211,212.075,41.288,44.8453,11.7033,13.428,2.49733,0.222,-3.316,12.3907,71.6027,18.9207
18.068,5.66667,211.584,214.101,41.392,44.9573,11.4427,11.7033,81.974,0,-3.12,12.2227,71.28,18.8607
18.0233,5,211.584,215.264,41.408,45.048,11.622,12.1747,521.365,0,-2.6,12.0147,70.9653,18.7953
17.956,5,212.149,216.555,41.4213,45.0213,11.524,20.1,611.2,0,6.12933,11.7967,70.4773,18.7267
17.8847,4.86667,211.936,217.984,41.4347,44.9733,21.0847,21.3267,612.395,0,41.1607,11.5727,70.1413,18.672
17.83,4,213.707,221.28,41.4213,44.8293,20.9853,23.0627,613.888,0.036,83.4,11.4327,69.5067,18.6067
17.7513,4,216.117,223.584,41.4053,44.584,21.3927,23.44,615.552,0.135333,129.36,11.3953,69.0933,18.54
17.7287,4,217.141,225.344,41.4933,44.4933,21.2467,23.44,617.067,0.044,176.256,11.4167,68.5787,18.5
17.7133,5.46667,217.813,225.152,41.5413,44.352,21.5067,26.7387,618.005,0.134667,224.896,11.508,68.2907,18.496
17.7133,6,218.72,223.115,41.528,44.144,21.1487,38.1893,618.645,0.202667,270.869,11.6473,68.1093,18.52
17.708,6.53333,218.763,219.723,41.6453,43.9013,22.548,48.6293,619.072,0.274667,324.117,11.7813,67.4933,18.4907
17.596,7,218.4,221.269,42,44.4027,31.208,67.4533,619.413,0.736667,374.293,11.93,66.8533,18.1873
17.5847,8.33333,218.624,221.365,42.088,44.856,38.248,83.36,619.499,1.09467,421.973,12.142,65.648,18.0307
17.622,9.4,218.347,221.291,42.2347,45.0053,41.3373,101.317,620.053,0.828,465.877,12.3787,65.1947,18.04
17.704,12,218.528,220.48,42.3227,45.0053,46.144,112.837,620.565,0.918667,509.952,12.644,64.7307,18.036
17.82,12,218.987,219.925,42.3813,45.0507,50.7707,110.917,621.12,0.663333,545.472,12.988,63.672,18.0753
17.918,12,218.197,217.376,42.3973,45.104,50.952,104.853,621.035,1.51933,560.405,13.3487,63.792,18.166
18.0507,12.5333,217.301,216.427,42.5067,45.4587,56.6067,99.504,620.224,1.15467,553.493,13.6793,64.4,18.204
18.222,13,217.408,215.243,42.5867,45.6427,75.1173,119.173,621.675,1.27067,642.645,14.006,64.264,18.316
18.3893,13.5333,216.555,214.443,42.4907,45.512,81.4827,115.237,622.357,1.62067,670.485,14.3727,64.024,18.4647
18.58,14,215.989,214.219,42.464,45.3813,81.3227,121.429,622.144,1.35267,700.224,14.7233,63.7493,18.6193
18.7587,14,215.093,213.312,42.416,45.3013,81.76,129.253,622.4,1.58267,734.891,15.002,63.4907,18.7947
18.962,14.9333,214.827,213.6,42.456,45.1173,81.2427,139.237,622.443,1.31133,755.2,15.326,63.16,18.9613
19.164,15,214.261,214.539,42.48,44.9867,81.4053,128.757,622.357,1.60533,765.781,15.6967,62.84,19.1713
19.378,15,214.261,213.589,42.472,44.8667,81.3413,122.939,622.315,1.682,758.997,16.0347,62.488,19.3553
19.59,15.5333,215.019,214.72,42.4933,44.84,94.9867,138.197,622.101,1.63133,776.789,16.4073,62.128,19.532
19.7993,16,214.731,214.421,42.4773,44.8213,97.3973,134.373,622.315,1.81733,790.059,16.7633,61.8933,19.724
19.9867,16,214.837,214.955,42.5067,44.824,83.2453,113.851,621.376,1.88467,727.467,17.0687,61.6107,19.9
20.1427,16,215.275,213.099,42.6213,44.8853,81.1627,112.752,621.461,2.14067,758.784,17.32,61.2667,20.0133
20.324,16.3333,214.88,213.739,42.7093,44.9307,81.5013,113.008,621.376,2.348,780.288,17.632,60.752,20.1993
20.5067,17,214.709,213.109,42.8053,45.0027,81.184,112.453,621.376,2.004,771.371,17.9767,60.0293,20.352
20.6693,17,215.008,212.736,42.9707,45.096,81.0027,110.219,621.205,2.19867,741.504,18.2567,59.336,20.476
20.836,17,214.933,212.661,43.1547,45.2,80.96,95.136,620.053,1.92667,695.36,18.5607,58.936,20.5773
20.972,17,214.539,211.328,43.4373,45.344,81.264,82.88,619.669,2.75067,680.917,18.848,58.5147,20.644
21.0907,17,214.293,210.048,43.832,45.4773,58.5307,81.2,619.243,2.52467,649.451,19.0727,58.0613,20.7027
21.232,17,212.576,209.856,44.224,45.6347,49.4,57.44,618.987,2.56867,585.749,19.2747,58.0507,20.744
21.3573,17,212.277,209.632,44.7093,45.768,46.5987,51.184,618.603,2.466,558.997,19.34,58.32,20.8133
21.44,16.4667,211.893,209.504,45.1173,45.976,36.768,42.8773,618.219,2.74533,481.195,19.2907,58.6,20.844
21.508,16,210.4,208.992,45.64,46.184,33.9387,41.56,617.92,2.25333,472.363,19.1147,58.9253,20.8107
21.5493,16,208.885,208.587,45.9973,46.352,29.7427,38.076,617.792,2.498,450.752,18.9587,59.2533,20.8187
21.5587,16,208.181,207.723,46.184,46.5627,31.224,32.6707,617.835,1.97133,457.259,18.764,59.5787,20.8373
21.584,16,207.104,207.733,46.3813,46.8133,22.2067,27.9253,617.92,2.032,406.293,18.6033,59.9013,20.8347
21.5627,15.2667,206.901,208.096,46.4987,47.008,20.8227,23.3413,617.92,1.89933,355.52,18.4393,60.2,20.8013
21.544,15,205.621,207.723,46.5173,47.2453,20.4807,23.44,617.707,1.94733,298.368,18.2627,60.304,20.792
21.508,15,205.493,207.552,46.568,47.5253,20.9213,22.6667,617.28,1.382,245.109,18.098,60.4747,20.732
21.436,15,205.781,207.883,46.6747,47.6827,20.6433,23.44,616.981,1.56467,189.035,17.9173,60.8907,20.676
21.3613,15,205.92,208,46.8347,47.76,20.7413,22.8827,616.427,1.77333,125.161,17.6773,61.608,20.628
21.2613,15,205.835,207.979,47.0907,47.7947,20.8227,23.0747,614.955,1.622,27.412,17.472,62.4133,20.5493
21.164,15,204.544,207.36,47.3227,47.9973,19.6207,23.5213,614.016,0.963333,16.5447,17.2827,62.8773,20.454
21.0627,15,206.037,207.861,47.6053,48.2587,11.524,21.3227,613.76,0.844,4.24067,17.1053,63.6533,20.36
20.9653,14.2667,205.195,208.277,47.9627,48.392,11.5073,12.598,570.837,0.931333,-2.74267,16.9207,64.456,20.2733
20.844,14,206.091,208.043,48.2773,48.64,11.328,14.2893,118.075,0.908667,-3.57733,16.7213,65.064,20.1627
20.7307,14,206.229,208.203,48.56,48.8453,11.524,13.1027,3.86,0.358,-3.512,16.4993,65.5947,20.0473
20.62,13.4667,205.92,208.523,48.728,48.9307,11.328,13.1027,0.782,0.114667,-3.38133,16.318,66.0533,19.9367
20.512,13,207.061,208.181,48.912,49.0907,11.6053,12.7773,0.65,0.106667,-3.57733,16.138,66.6827,19.856
20.3933,13,205.813,208.629,49.1013,49.2693,11.426,14.3867,0.65,0.036,-3.57733,15.9873,66.9307,19.7567
20.278,13,207.115,209.44,49.1893,49.288,11.524,13.2653,0.65,0,-3.44667,15.8333,67.1573,19.6433
20.172,13,206.848,208.992,49.1973,49.4,11.6867,12.94,0.65,0.036,-3.38133,15.6733,67.52,19.52
20.0567,13,206.805,208.885,49.232,49.4747,11.5407,12.2727,0.694,0.124,-3.57733,15.54,68.0933,19.4367
19.9253,13,207.232,209.152,48.9893,49.488,11.6053,13.6227,0.65,0.277333,-3.38133,15.404,68.9067,19.338
19.812,13,206.624,209.024,48.9707,49.52,11.524,13.0213,0.65,0.196667,-3.38133,15.272,69.2613,19.22
19.692,12.8667,206.944,209.013,48.984,49.616,11.5407,12.9553,0.65,0,-3.57733,15.1407,69.4133,19.1167
